Gmt time,Open,High,Low,Close,Volume
23.03.2020 07:40:00.000,1.07243,1.07251,1.07028,1.07099,1887.2
23.03.2020 07:50:00.000,1.07099,1.07114,1.06897,1.06935,1528.8100000000002
23.03.2020 08:00:00.000,1.06935,1.07003,1.06899,1.06911,6050.37
23.03.2020 08:10:00.000,1.06914,1.06992,1.06901,1.06957,5914.25
23.03.2020 08:20:00.000,1.06962,1.07085,1.06955,1.07033,3875.7000000000003
23.03.2020 08:30:00.000,1.07032,1.07077,1.06938,1.07069,4749.129999999999
23.03.2020 08:40:00.000,1.07069,1.07096,1.07007,1.07020,2807.66
23.03.2020 08:50:00.000,1.07021,1.07103,1.07006,1.07080,2761.19
23.03.2020 09:00:00.000,1.07080,1.07080,1.06950,1.07000,2839.96
23.03.2020 09:10:00.000,1.07001,1.07040,1.06936,1.06972,3340.35
23.03.2020 09:20:00.000,1.06973,1.06973,1.06843,1.06900,2885.96
23.03.2020 09:30:00.000,1.06900,1.06910,1.06750,1.06793,3346.24
23.03.2020 09:40:00.000,1.06792,1.06815,1.06740,1.06761,2500.45
23.03.2020 09:50:00.000,1.06761,1.06859,1.06761,1.06838,2386.03
23.03.2020 10:00:00.000,1.06840,1.06848,1.06706,1.06799,2714.2799999999997
23.03.2020 10:10:00.000,1.06799,1.06830,1.06697,1.06739,1955.66
23.03.2020 10:20:00.000,1.06738,1.06757,1.06698,1.06737,1889.52
23.03.2020 10:30:00.000,1.06736,1.06830,1.06685,1.06693,1988.23
23.03.2020 10:40:00.000,1.06691,1.06810,1.06674,1.06805,2444.47
23.03.2020 10:50:00.000,1.06807,1.07000,1.06802,1.06919,2938.4700000000003
23.03.2020 11:00:00.000,1.06920,1.06990,1.06873,1.06974,3883.1900000000005
23.03.2020 11:10:00.000,1.06974,1.06974,1.06734,1.06859,3228.1
23.03.2020 11:20:00.000,1.06857,1.06884,1.06719,1.06731,2786.28
23.03.2020 11:30:00.000,1.06731,1.06857,1.06712,1.06840,2414.29
23.03.2020 11:40:00.000,1.06840,1.06859,1.06667,1.06671,2398.2999999999997
23.03.2020 11:50:00.000,1.06671,1.06858,1.06671,1.06856,2397.93
23.03.2020 12:00:00.000,1.06855,1.07486,1.06834,1.07463,13569.159900000002
23.03.2020 12:10:00.000,1.07462,1.07878,1.07346,1.07713,9916.5002
23.03.2020 12:20:00.000,1.07711,1.08028,1.07695,1.07757,10674.25
23.03.2020 12:30:00.000,1.07755,1.07818,1.07396,1.07628,11387.52
23.03.2020 12:40:00.000,1.07627,1.07783,1.07476,1.07630,11221.899800000001
23.03.2020 12:50:00.000,1.07630,1.07921,1.07581,1.07795,9273.590100000001
23.03.2020 13:00:00.000,1.07794,1.07972,1.07707,1.07719,9364.3399
23.03.2020 13:10:00.000,1.07718,1.07907,1.07666,1.07839,6391.490000000001
23.03.2020 13:20:00.000,1.07837,1.07837,1.07535,1.07577,7100.58
23.03.2020 13:30:00.000,1.07576,1.07678,1.07407,1.07407,7755.380000000001
23.03.2020 13:40:00.000,1.07410,1.07842,1.07350,1.07713,9761.06
23.03.2020 13:50:00.000,1.07711,1.08069,1.07636,1.07942,7029.639899999999
23.03.2020 14:00:00.000,1.07941,1.08007,1.07805,1.07819,4527.19
23.03.2020 14:10:00.000,1.07818,1.07877,1.07730,1.07761,3603.8100000000004
23.03.2020 14:20:00.000,1.07761,1.07882,1.07663,1.07878,4480.0599999999995
23.03.2020 14:30:00.000,1.07878,1.08077,1.07851,1.08060,2720.4700000000003
23.03.2020 14:40:00.000,1.08060,1.08202,1.07993,1.08195,3627.7199999999993
23.03.2020 14:50:00.000,1.08195,1.08284,1.07944,1.08048,3966.73
23.03.2020 15:00:00.000,1.08047,1.08129,1.07945,1.08066,4809.65
23.03.2020 15:10:00.000,1.08060,1.08091,1.07947,1.07975,3979.63
23.03.2020 15:20:00.000,1.07976,1.08047,1.07806,1.07806,3683.15
23.03.2020 15:30:00.000,1.07805,1.07860,1.07633,1.07641,3979.3399999999997
23.03.2020 15:40:00.000,1.07643,1.07665,1.07514,1.07584,3205.38
23.03.2020 15:50:00.000,1.07584,1.07679,1.07538,1.07591,3728.5299999999997
23.03.2020 16:00:00.000,1.07594,1.07694,1.07466,1.07473,3822.8799999999997
23.03.2020 16:10:00.000,1.07472,1.07556,1.07367,1.07462,3592.17
23.03.2020 16:20:00.000,1.07459,1.07498,1.07312,1.07357,3943.79
23.03.2020 16:30:00.000,1.07356,1.07420,1.07244,1.07256,4168.389999999999
23.03.2020 16:40:00.000,1.07258,1.07398,1.07241,1.07354,5175.960000000001
23.03.2020 16:50:00.000,1.07354,1.07575,1.07294,1.07504,4397.179999999999
23.03.2020 17:00:00.000,1.07502,1.07654,1.07479,1.07509,3593.3199999999997
23.03.2020 17:10:00.000,1.07509,1.07649,1.07506,1.07597,3275.8599999999997
23.03.2020 17:20:00.000,1.07593,1.07801,1.07548,1.07701,3655.2899999999995
23.03.2020 17:30:00.000,1.07700,1.07795,1.07633,1.07686,4359.23
23.03.2020 17:40:00.000,1.07686,1.07779,1.07665,1.07768,3013.7400000000002
23.03.2020 17:50:00.000,1.07768,1.07790,1.07490,1.07513,3037.52
23.03.2020 18:00:00.000,1.07514,1.07519,1.07386,1.07396,2956.76
23.03.2020 18:10:00.000,1.07397,1.07534,1.07397,1.07434,2908.68
23.03.2020 18:20:00.000,1.07435,1.07544,1.07422,1.07514,2209.7400000000002
23.03.2020 18:30:00.000,1.07511,1.07524,1.07293,1.07306,2119.8
23.03.2020 18:40:00.000,1.07305,1.07352,1.07241,1.07294,2061.3
23.03.2020 18:50:00.000,1.07294,1.07386,1.07257,1.07306,2425.26
23.03.2020 19:00:00.000,1.07306,1.07338,1.07284,1.07303,1030.2600000000002
23.03.2020 19:10:00.000,1.07304,1.07439,1.07291,1.07376,1040.29
23.03.2020 19:20:00.000,1.07375,1.07489,1.07361,1.07429,1573
23.03.2020 19:30:00.000,1.07430,1.07436,1.07362,1.07390,1980.1
23.03.2020 19:40:00.000,1.07389,1.07499,1.07363,1.07402,2773.11
23.03.2020 19:50:00.000,1.07399,1.07401,1.07237,1.07261,2965.7999999999993
23.03.2020 20:00:00.000,1.07261,1.07383,1.07259,1.07316,535.53
23.03.2020 20:10:00.000,1.07317,1.07339,1.07211,1.07225,767.84
23.03.2020 20:20:00.000,1.07225,1.07340,1.07203,1.07275,738.26
23.03.2020 20:30:00.000,1.07277,1.07334,1.07270,1.07302,471.51
23.03.2020 20:40:00.000,1.07301,1.07331,1.07284,1.07304,487.41
23.03.2020 20:50:00.000,1.07303,1.07308,1.07246,1.07285,454.94
23.03.2020 21:00:00.000,1.07285,1.07298,1.07228,1.07293,189.92999999999998
23.03.2020 21:10:00.000,1.07293,1.07308,1.07238,1.07305,345.19000000000005
23.03.2020 21:20:00.000,1.07304,1.07414,1.07298,1.07317,177.56
23.03.2020 21:30:00.000,1.07317,1.07331,1.07271,1.07306,42.94
23.03.2020 21:40:00.000,1.07302,1.07320,1.07277,1.07317,244.17000000000004
23.03.2020 21:50:00.000,1.07318,1.07324,1.07299,1.07307,119.17000000000002
23.03.2020 22:00:00.000,1.07296,1.07386,1.07280,1.07386,658.4549999999999
23.03.2020 22:10:00.000,1.07388,1.07527,1.07388,1.07507,599.1700000000001
23.03.2020 22:20:00.000,1.07509,1.07526,1.07472,1.07520,291.02500000000003
23.03.2020 22:30:00.000,1.07521,1.07524,1.07468,1.07500,423.40999999999997
23.03.2020 22:40:00.000,1.07503,1.07528,1.07441,1.07457,583.1899999999999
23.03.2020 22:50:00.000,1.07457,1.07477,1.07448,1.07467,280.74
23.03.2020 23:00:00.000,1.07471,1.07483,1.07446,1.07470,1747.11
23.03.2020 23:10:00.000,1.07471,1.07516,1.07457,1.07493,937.5099999999999
23.03.2020 23:20:00.000,1.07492,1.07617,1.07491,1.07597,1268.25
23.03.2020 23:30:00.000,1.07597,1.07655,1.07590,1.07634,1515.58
23.03.2020 23:40:00.000,1.07634,1.07642,1.07605,1.07630,1244.67
23.03.2020 23:50:00.000,1.07631,1.07653,1.07631,1.07641,860.1
24.03.2020 00:00:00.000,1.07636,1.07700,1.07632,1.07692,1206.12
24.03.2020 00:10:00.000,1.07692,1.07705,1.07529,1.07557,1572.9999999999998
24.03.2020 00:20:00.000,1.07556,1.07636,1.07524,1.07630,1304.22
24.03.2020 00:30:00.000,1.07628,1.07773,1.07628,1.07771,1265.46
24.03.2020 00:40:00.000,1.07777,1.07814,1.07739,1.07809,1533.2000000000003
24.03.2020 00:50:00.000,1.07810,1.08115,1.07797,1.07965,2563.6100000000006
24.03.2020 01:00:00.000,1.07966,1.08177,1.07956,1.08143,2283.2200000000003
24.03.2020 01:10:00.000,1.08143,1.08235,1.08135,1.08180,1248.54
24.03.2020 01:20:00.000,1.08180,1.08189,1.08035,1.08051,1529.6200000000001
24.03.2020 01:30:00.000,1.08051,1.08109,1.08007,1.08012,1047.36
24.03.2020 01:40:00.000,1.08015,1.08042,1.07883,1.07938,1333.2600000000002
24.03.2020 01:50:00.000,1.07937,1.08030,1.07917,1.07944,1109.29
24.03.2020 02:00:00.000,1.07944,1.08069,1.07917,1.08066,1318.93
24.03.2020 02:10:00.000,1.08067,1.08178,1.08064,1.08156,1325.64
24.03.2020 02:20:00.000,1.08156,1.08185,1.08089,1.08105,999.3800000000001
24.03.2020 02:30:00.000,1.08107,1.08107,1.08048,1.08073,709.1999999999999
24.03.2020 02:40:00.000,1.08074,1.08125,1.07968,1.08002,1261.0899999999997
24.03.2020 02:50:00.000,1.08002,1.08146,1.07997,1.08118,1279.29
24.03.2020 03:00:00.000,1.08116,1.08118,1.08029,1.08088,781.0400000000002
24.03.2020 03:10:00.000,1.08089,1.08174,1.08041,1.08062,1332.92
24.03.2020 03:20:00.000,1.08062,1.08072,1.07928,1.07972,1388.23
24.03.2020 03:30:00.000,1.07971,1.08042,1.07954,1.08031,1157.34
24.03.2020 03:40:00.000,1.08031,1.08057,1.07983,1.07995,1231.49
24.03.2020 03:50:00.000,1.07995,1.08057,1.07994,1.08010,951.3000000000001
24.03.2020 04:00:00.000,1.08010,1.08094,1.08006,1.08062,971.9799999999999
24.03.2020 04:10:00.000,1.08061,1.08063,1.07992,1.08013,1155.81
24.03.2020 04:20:00.000,1.08012,1.08049,1.07992,1.08006,1268.2299999999998
24.03.2020 04:30:00.000,1.08008,1.08031,1.07997,1.08016,539.94
24.03.2020 04:40:00.000,1.08014,1.08031,1.07976,1.07988,1250.1499999999999
24.03.2020 04:50:00.000,1.07987,1.07988,1.07871,1.07893,1468.8900000000003
24.03.2020 05:00:00.000,1.07894,1.07989,1.07891,1.07978,1071.83
24.03.2020 05:10:00.000,1.07977,1.07979,1.07913,1.07937,658.73
24.03.2020 05:20:00.000,1.07937,1.07950,1.07880,1.07893,395.35
24.03.2020 05:30:00.000,1.07892,1.07898,1.07763,1.07813,1472.36
24.03.2020 05:40:00.000,1.07814,1.07824,1.07774,1.07775,752.04
24.03.2020 05:50:00.000,1.07774,1.07824,1.07762,1.07795,648.9599999999999
24.03.2020 06:00:00.000,1.07796,1.07895,1.07782,1.07817,1662.59
24.03.2020 06:10:00.000,1.07813,1.07880,1.07780,1.07846,1819.16
24.03.2020 06:20:00.000,1.07850,1.07968,1.07814,1.07959,2187.88
24.03.2020 06:30:00.000,1.07958,1.08106,1.07945,1.08106,2719.14
24.03.2020 06:40:00.000,1.08107,1.08584,1.08055,1.08584,3010.41
24.03.2020 06:50:00.000,1.08584,1.08665,1.08314,1.08353,2302.81
24.03.2020 07:00:00.000,1.08353,1.08387,1.08261,1.08292,3593.47
24.03.2020 07:10:00.000,1.08292,1.08333,1.08216,1.08324,3288.08
24.03.2020 07:20:00.000,1.08322,1.08474,1.08291,1.08455,2655.82
24.03.2020 07:30:00.000,1.08456,1.08456,1.08263,1.08316,2067.68
24.03.2020 07:40:00.000,1.08314,1.08407,1.08268,1.08396,2388.3900000000003
24.03.2020 07:50:00.000,1.08398,1.08435,1.08287,1.08305,3122.34
24.03.2020 08:00:00.000,1.08305,1.08425,1.08228,1.08381,3580.9500000000003
24.03.2020 08:10:00.000,1.08381,1.08486,1.08283,1.08377,4506.25
24.03.2020 08:20:00.000,1.08380,1.08451,1.08207,1.08270,5817.079999999999
24.03.2020 08:30:00.000,1.08273,1.08433,1.08237,1.08373,5457.259999999999
24.03.2020 08:40:00.000,1.08375,1.08404,1.08123,1.08151,2053.47
24.03.2020 08:50:00.000,1.08151,1.08266,1.08080,1.08258,2271.0099999999998
24.03.2020 09:00:00.000,1.08257,1.08315,1.08147,1.08241,3401.9700000000003
24.03.2020 09:10:00.000,1.08241,1.08295,1.08173,1.08178,2319.36
24.03.2020 09:20:00.000,1.08177,1.08343,1.08177,1.08272,1949.29
24.03.2020 09:30:00.000,1.08270,1.08328,1.08191,1.08317,3505.18
24.03.2020 09:40:00.000,1.08317,1.08530,1.08269,1.08490,3103.4300000000003
24.03.2020 09:50:00.000,1.08489,1.08584,1.08447,1.08544,2997.9299999999994
24.03.2020 10:00:00.000,1.08545,1.08660,1.08494,1.08584,2078.5499999999997
24.03.2020 10:10:00.000,1.08583,1.08791,1.08583,1.08666,2880.6299999999997
24.03.2020 10:20:00.000,1.08667,1.08744,1.08621,1.08663,1742.36
24.03.2020 10:30:00.000,1.08662,1.08676,1.08514,1.08640,2102.7099999999996
24.03.2020 10:40:00.000,1.08641,1.08648,1.08511,1.08544,2341.9400000000005
24.03.2020 10:50:00.000,1.08545,1.08848,1.08509,1.08820,2546.5699999999997
24.03.2020 11:00:00.000,1.08821,1.08883,1.08776,1.08790,2633.16
24.03.2020 11:10:00.000,1.08788,1.08797,1.08619,1.08723,2070.95
24.03.2020 11:20:00.000,1.08725,1.08736,1.08531,1.08611,3702.38
24.03.2020 11:30:00.000,1.08611,1.08711,1.08596,1.08602,2652.6
24.03.2020 11:40:00.000,1.08604,1.08642,1.08495,1.08609,2127.66
24.03.2020 11:50:00.000,1.08609,1.08762,1.08584,1.08652,2397.2199999999993
24.03.2020 12:00:00.000,1.08652,1.08688,1.08357,1.08403,6864.7
24.03.2020 12:10:00.000,1.08403,1.08461,1.08194,1.08275,4099.43
24.03.2020 12:20:00.000,1.08276,1.08283,1.08141,1.08252,6652.87
24.03.2020 12:30:00.000,1.08251,1.08352,1.08153,1.08322,7470.879999999999
24.03.2020 12:40:00.000,1.08319,1.08358,1.08210,1.08225,4631.18
24.03.2020 12:50:00.000,1.08222,1.08269,1.08122,1.08227,4918.2300000000005
24.03.2020 13:00:00.000,1.08228,1.08371,1.08149,1.08343,4994.360000000001
24.03.2020 13:10:00.000,1.08345,1.08540,1.08345,1.08495,4630.35
24.03.2020 13:20:00.000,1.08495,1.08497,1.08299,1.08449,3683.2799999999997
24.03.2020 13:30:00.000,1.08447,1.08447,1.08025,1.08025,5558.129999999999
24.03.2020 13:40:00.000,1.08023,1.08226,1.07886,1.08218,10483.8801
24.03.2020 13:50:00.000,1.08217,1.08252,1.07994,1.08130,7601.049999999999
24.03.2020 14:00:00.000,1.08131,1.08199,1.08067,1.08190,6089.17
24.03.2020 14:10:00.000,1.08194,1.08209,1.08007,1.08054,5219.01
24.03.2020 14:20:00.000,1.08055,1.08080,1.07837,1.07842,4546.3
24.03.2020 14:30:00.000,1.07843,1.07920,1.07694,1.07749,6656.290000000001
24.03.2020 14:40:00.000,1.07751,1.07945,1.07720,1.07841,4399.93
24.03.2020 14:50:00.000,1.07843,1.07979,1.07836,1.07848,4656.179999999999
24.03.2020 15:00:00.000,1.07848,1.07863,1.07706,1.07735,3463.7
24.03.2020 15:10:00.000,1.07736,1.07902,1.07713,1.07897,2457.2
24.03.2020 15:20:00.000,1.07898,1.08029,1.07869,1.07937,3648.23
24.03.2020 15:30:00.000,1.07936,1.07978,1.07736,1.07747,4789.36
24.03.2020 15:40:00.000,1.07748,1.07930,1.07709,1.07848,5877.130000000001
24.03.2020 15:50:00.000,1.07848,1.08022,1.07808,1.07957,6354.4
24.03.2020 16:00:00.000,1.07957,1.08211,1.07911,1.08110,4790.889999999999
24.03.2020 16:10:00.000,1.08109,1.08189,1.07973,1.07992,4947.679999999999
24.03.2020 16:20:00.000,1.07993,1.08006,1.07854,1.07888,2869.6800000000003
24.03.2020 16:30:00.000,1.07888,1.07990,1.07849,1.07860,4065.6000000000004
24.03.2020 16:40:00.000,1.07859,1.07890,1.07761,1.07832,2633.8700000000003
24.03.2020 16:50:00.000,1.07833,1.07968,1.07828,1.07906,1986.0100000000002
24.03.2020 17:00:00.000,1.07906,1.07931,1.07753,1.07915,2833.8799999999997
24.03.2020 17:10:00.000,1.07915,1.07931,1.07804,1.07805,1737.59
24.03.2020 17:20:00.000,1.07807,1.07815,1.07677,1.07682,1457.27
24.03.2020 17:30:00.000,1.07682,1.07781,1.07630,1.07663,2355.59
24.03.2020 17:40:00.000,1.07663,1.07679,1.07538,1.07595,2390.66
24.03.2020 17:50:00.000,1.07596,1.07611,1.07536,1.07568,2093.4400000000005
24.03.2020 18:00:00.000,1.07569,1.07590,1.07517,1.07546,2061.0600000000004
24.03.2020 18:10:00.000,1.07545,1.07647,1.07519,1.07623,1767.54
24.03.2020 18:20:00.000,1.07624,1.07709,1.07622,1.07700,2306.51
24.03.2020 18:30:00.000,1.07702,1.07731,1.07546,1.07572,4311.48
24.03.2020 18:40:00.000,1.07573,1.07586,1.07507,1.07536,1722.3400000000001
24.03.2020 18:50:00.000,1.07535,1.07615,1.07516,1.07593,1078.8100000000002
24.03.2020 19:00:00.000,1.07591,1.07592,1.07500,1.07511,1495.38
24.03.2020 19:10:00.000,1.07512,1.07526,1.07464,1.07484,1989.8799999999999
24.03.2020 19:20:00.000,1.07487,1.07528,1.07462,1.07477,1162.9
24.03.2020 19:30:00.000,1.07476,1.07574,1.07470,1.07545,835.0600000000001
24.03.2020 19:40:00.000,1.07548,1.07559,1.07478,1.07529,1095.0600000000002
24.03.2020 19:50:00.000,1.07525,1.07745,1.07506,1.07721,2027.5
24.03.2020 20:00:00.000,1.07720,1.07756,1.07701,1.07711,869.0599999999998
24.03.2020 20:10:00.000,1.07710,1.07720,1.07660,1.07700,238.77000000000004
24.03.2020 20:20:00.000,1.07700,1.07789,1.07700,1.07784,427.15999999999997
24.03.2020 20:30:00.000,1.07785,1.07894,1.07782,1.07827,498.15
24.03.2020 20:40:00.000,1.07828,1.07965,1.07779,1.07960,672.58
24.03.2020 20:50:00.000,1.07964,1.07994,1.07872,1.07894,467.09000000000003
24.03.2020 21:00:00.000,1.07908,1.07910,1.07702,1.07769,332.72
24.03.2020 21:10:00.000,1.07772,1.07931,1.07698,1.07931,142.98
24.03.2020 21:20:00.000,1.07924,1.07933,1.07861,1.07877,175.92000000000002
24.03.2020 21:30:00.000,1.07877,1.07917,1.07857,1.07894,122.57999999999998
24.03.2020 21:40:00.000,1.07898,1.07932,1.07763,1.07848,382.77
24.03.2020 21:50:00.000,1.07846,1.07930,1.07828,1.07911,1148.8999999999999
24.03.2020 22:00:00.000,1.07844,1.07975,1.07839,1.07965,1103.1100000000001
24.03.2020 22:10:00.000,1.07966,1.07999,1.07947,1.07991,129.19
24.03.2020 22:20:00.000,1.07991,1.08091,1.07978,1.08071,493.09999999999997
24.03.2020 22:30:00.000,1.08069,1.08139,1.08024,1.08114,697.6700000000001
24.03.2020 22:40:00.000,1.08112,1.08123,1.08025,1.08119,647.09
24.03.2020 22:50:00.000,1.08117,1.08153,1.08079,1.08126,795.3499999999999
24.03.2020 23:00:00.000,1.08127,1.08153,1.08079,1.08130,537.8299999999999
24.03.2020 23:10:00.000,1.08132,1.08142,1.08098,1.08102,264.69
24.03.2020 23:20:00.000,1.08101,1.08110,1.07976,1.07983,489.25
24.03.2020 23:30:00.000,1.07984,1.08082,1.07982,1.08042,610.15
24.03.2020 23:40:00.000,1.08040,1.08097,1.08032,1.08093,530.8699999999999
24.03.2020 23:50:00.000,1.08093,1.08123,1.07980,1.07987,825.3299999999999
25.03.2020 00:00:00.000,1.07987,1.08028,1.07883,1.07936,1884.6699999999998
25.03.2020 00:10:00.000,1.07937,1.08007,1.07925,1.07984,1631.44
25.03.2020 00:20:00.000,1.07985,1.08013,1.07887,1.07915,1065.1
25.03.2020 00:30:00.000,1.07914,1.07934,1.07801,1.07826,1513.3999999999999
25.03.2020 00:40:00.000,1.07826,1.07898,1.07807,1.07889,751.0300000000001
25.03.2020 00:50:00.000,1.07889,1.07907,1.07607,1.07877,2178.69
25.03.2020 01:00:00.000,1.07873,1.07997,1.07850,1.07968,1750.3700000000001
25.03.2020 01:10:00.000,1.07969,1.07992,1.07887,1.07889,1520.34
25.03.2020 01:20:00.000,1.07891,1.08016,1.07862,1.07976,1491.5
25.03.2020 01:30:00.000,1.07979,1.07993,1.07929,1.07982,1297.65
25.03.2020 01:40:00.000,1.07983,1.08045,1.07957,1.08043,931.24
25.03.2020 01:50:00.000,1.08044,1.08094,1.08025,1.08072,1276.32
25.03.2020 02:00:00.000,1.08072,1.08081,1.08015,1.08065,966.4199999999998
25.03.2020 02:10:00.000,1.08065,1.08090,1.08022,1.08038,742.7700000000002
25.03.2020 02:20:00.000,1.08037,1.08103,1.08036,1.08062,700.56
25.03.2020 02:30:00.000,1.08063,1.08071,1.07995,1.08031,1139.1
25.03.2020 02:40:00.000,1.08031,1.08105,1.08029,1.08100,1473.4899999999998
25.03.2020 02:50:00.000,1.08099,1.08240,1.08099,1.08236,1434.33
25.03.2020 03:00:00.000,1.08235,1.08237,1.08138,1.08166,1495.89
25.03.2020 03:10:00.000,1.08166,1.08176,1.08084,1.08122,1357.09
25.03.2020 03:20:00.000,1.08123,1.08135,1.08086,1.08103,1487.1099999999997
25.03.2020 03:30:00.000,1.08102,1.08163,1.08097,1.08163,954.88
25.03.2020 03:40:00.000,1.08166,1.08201,1.08130,1.08136,1245.3799999999999
25.03.2020 03:50:00.000,1.08138,1.08144,1.08072,1.08097,1441.98
25.03.2020 04:00:00.000,1.08095,1.08100,1.08073,1.08097,1243.8799999999999
25.03.2020 04:10:00.000,1.08096,1.08115,1.08077,1.08113,1026.23
25.03.2020 04:20:00.000,1.08114,1.08141,1.08085,1.08089,1060.4799999999998
25.03.2020 04:30:00.000,1.08089,1.08089,1.08040,1.08043,453.38
25.03.2020 04:40:00.000,1.08042,1.08085,1.08036,1.08040,937.91
25.03.2020 04:50:00.000,1.08037,1.08127,1.08037,1.08122,1865.7099999999998
25.03.2020 05:00:00.000,1.08123,1.08145,1.07992,1.07996,1756.2399999999998
25.03.2020 05:10:00.000,1.07997,1.08073,1.07989,1.08009,2060.46
25.03.2020 05:20:00.000,1.08009,1.08010,1.07928,1.07980,1399.3300000000002
25.03.2020 05:30:00.000,1.07980,1.08054,1.07980,1.08054,1084.47
25.03.2020 05:40:00.000,1.08057,1.08136,1.08028,1.08123,1081.82
25.03.2020 05:50:00.000,1.08119,1.08182,1.08070,1.08169,1075.27
25.03.2020 06:00:00.000,1.08170,1.08238,1.08136,1.08225,1877.08
25.03.2020 06:10:00.000,1.08226,1.08233,1.08157,1.08195,1730.4899999999998
25.03.2020 06:20:00.000,1.08187,1.08218,1.08180,1.08192,1241.6
25.03.2020 06:30:00.000,1.08192,1.08230,1.08102,1.08103,1034.52
25.03.2020 06:40:00.000,1.08103,1.08168,1.08072,1.08108,1209.61
25.03.2020 06:50:00.000,1.08108,1.08191,1.08075,1.08172,1242.87
25.03.2020 07:00:00.000,1.08171,1.08241,1.08127,1.08225,2128.28
25.03.2020 07:10:00.000,1.08228,1.08248,1.08211,1.08238,1417.7900000000002
25.03.2020 07:20:00.000,1.08237,1.08246,1.08202,1.08229,1101.58
25.03.2020 07:30:00.000,1.08228,1.08408,1.08204,1.08260,2378.75
25.03.2020 07:40:00.000,1.08260,1.08277,1.08116,1.08137,2259.88
25.03.2020 07:50:00.000,1.08141,1.08229,1.08059,1.08074,2323.98
